# pinyin<TAB>expected_text<TAB>max_rank(optional)
shujuku	数据库	3
fanxiangdaili	反向代理	3
danyuanceshi	单元测试	3
xunihuanjing	虚拟环境	3
banbenkongzhi	版本控制	3
neicunxielou	内存泄漏	3
yilaixiang	依赖项	3
lema	勒马	3
koutouchan	口头禅	5
dishu	地鼠	5
dadishu	打地鼠	5
qiantao	嵌套	3
jiaozhu	脚注	5
weizhu	尾注	5
dadi	打的	5
dachuzu	打出租	5
dadishi	打的士	5
dashunfengche	打顺风车	5
dadiandi	打点滴	5
dadidi	打滴滴	5
wangyueche	网约车	5
shunfengche	顺风车	5
didi	滴滴	5
gaode	高德	5
heichangzhi	黑长直	5
heizhichang	黑直长	8
huihua	会话	5
xiancheng	线程	5
dahe	大核	5
xiaohe	小核	5
beijing	北京	5
shanghai	上海	5
hangzhou	杭州	5
shifu	师傅	1
chongqing	重庆	5
xiamen	厦门	5
taizhou	台州	8
bengbu	蚌埠	8
luan	乱	1
lu'an	六安	1
niuyue	纽约	8
dongjing	东京	8
jiujinshan	旧金山	8
ziyuanziyi	自怨自艾	5
gangzhengbue	刚正不阿	5
shenwutongjue	深恶痛绝	5
haoyiwulao	好逸恶劳	5
yiqihecheng	一气呵成	5
changzhijiuan	长治久安	5
meiguo	美国	8
changcheng	长城	8
gugong	故宫	8
aifei'ertieta	埃菲尔铁塔	8
ziyounvshenxiang	自由女神像	8
bolin	柏林	8
dubolin	都柏林	8
bolinweiqiang	柏林围墙	8
jiushi	就是	3
shengxia	剩下	1
shengyu	剩余	1
silu	思路	1
haoxiang	好像	1
xiangxiang	想象	1
xiangxiangli	想象力	1
liangguang	亮光	1
xinfang	新房	1
youqi	油漆	2
fudu	幅度	1
yuqi	预期	2
shiji	实际	1
chongjin	冲进	2
qiangzhi	强制	1
yinyan	引言	1
shuixiang	水箱	1
nazhong	那种	1
beifen	备份	1
xiaoqu	小区	1
xiaoqu	校区	3
xiaoqu	小觑	4
henxiang	很像	1
meiqian	没钱	1
yiqian	以前	1
meiqi	煤气	1
meibian	没变	1
meiyou	没有	1
niubi	牛逼	1
shabi	傻逼	1
qiongbi	穷逼	1
lianbu	脸部	1
xiede	写的	1
xiede	写得	3
xiuxi	休息	1
chaichu	拆出	3
chaifenchu	拆分出	3
dengju	灯具	1
xiaoji	小计	3
duideshang	对得上	1
duibushang	对不上	1
quanxian	权限	1
shangke	上课	1
wugu	无故	1
duanshijian	短时间	1
xiaoshi	小时	2
fuzhi	复制	1
wuzhi	物质	1
youxie	有些	1
edu	额度	1
guo	过	1
yan	阉	30
ziyang	字样	1
ziyang	滋养	2
geshi	格式	1
qingqu	情趣	1
yujin	浴巾	1
guoqi	过期	1
wenan	文案	1
jiezhe	接着	1
buliu	不留	1
fenpian	分片	3
zhanle	占了	3
henkong	很空	1
guiyidian	贵一点	1
jiben	基本	1
yanshi	演示	1
jieshou	接受	1
yingjian	硬件	1
haoma	号码	1
caixia	彩霞	1
chini	吃腻	1
tianni	甜腻	1
lieming	列明	1
zhanjiang	湛江	1
huiche	回车	1
jichang	机场	1
nishuo	你说	1
woshuo	我说	1
tashuo	他说	1
tashuo	她说	2
shoubao	首保	1
chubao	出保	1
xubao	续保	1
zhibao	质保	1
saoma	扫码	1
bawomen	把我们	3
shinimen	使你们	8
lingwomen	令我们	8
laheiwo	拉黑我	5
kanwo	看我	5
quanwo	劝我	5
xiaoguo	效果	1
doubi	都比	1
yueduo	越多	1
yuehao	越好	1
wohao	我好	5
jiedao	接到	1
taoke	套壳	3
tuoqiao	脱壳	1
neihuan	内环	1
waihuan	外环	1
tan	弹	4
sucai	素材	1
sucai	素菜	5
haomiao	毫秒	1
haomiao	浩渺	5
fuzhu	辅助	1
fuzhu	扶助	5
dabukai	打不开	1
yongdeliao	用得了	1
youbiyao	有必要	1
fenye	分页	1
fenye	分野	5
xiaohe	小鹤	5
ziranma	自然码	3
chongpaiqi	重排器	3
qiehuandao	切换到	1
gongzuoqu	工作区	3
tanchu	弹出	1
tanchu	探出	5
dongma	懂吗	3
dongde	懂的	3
dongde	懂得	1
dongba	懂吧	3
wodong	我懂	3
nidong	你懂	3
doudong	抖动	1
doudong	都懂	3
zhendong	震动	2
zhendong	真懂	5
xiala	下拉	3
shangla	上拉	3
wangxiala	往下拉	3
xialakuang	下拉框	3
xialacaidan	下拉菜单	3
qiyi	歧义	1
qiyi	奇异	2
qiyi	其一	3
qiyi	起疑	6
qiyi	棋艺	8
qiyi	起义	9
qiyi	歧异	10
zhaole	找了	3
shuorenhua	说人话	3
yidadui	一大堆	3
zuobianlan	左边栏	5
dianjiu	碘酒	3
dianjiu	点酒	6
dingwaimai	订外卖	5
dingji	顶级	1
dingji	订机	10
jiaocai	教材	1
jiaocai	叫菜	6
shangfan	商贩	3
shangfan	上饭	6
xiacai	瞎猜	3
xiacai	下菜	6
yangcheng	养成	1
yangcheng	扬程	5
youlan	游览	3
youlan	右栏	6
shanglan	上篮	3
shanglan	上栏	6
buji	补剂	7
langen	烂根	5
langen	蓝根	10
bile	毙了	1
bubu	不不	1
dadui	大堆	1
fu	付	3
chongxie	重写	3
zheyeshi	这也是	3
haibu	还不	3
juniao	聚脲	5
dongbudongjiu	动不动就	1
zaban	咋办	1
zaya	咋呀	5
zahao	咋好	5
zazhe	咋这	5
luguo	路过	1
luguo	录过	3
liehua	劣化	1
dunhua	钝化	1
shouge	首个	1
shouge	首歌	3
yinni	隐匿	2
denghuier	等会儿	1
dengyihuir	等一会儿	1
dengyihuier	等一会儿	1
youmeiyou	又没有	3
youmei	又没	3
nianqing	年轻	1
nianqing	年青	2
nianqingshi	年轻时	1
yikezhong	一刻钟	1
kezhong	刻钟	1
sanke	三刻	1
yue	月	2
xietong	协同	1
jianting	监听	2
wendao	闻到	2
jingzhi	静止	2
mingwen	明文	1
mingwen	铭文	5
jianjie	简洁	1
jianjie	简介	5
jianjie	见解	5
meiguan	美观	1
meiguan	没关	5
gengxinshi	更新时	1
gengxinshi	更新世	5
qingxingxia	情形下	10
xuchuan	续传	10
daci	打词	10
youguanxi	有关系	10
wowei	我为	10
laigan	来干	10
qugan	去干	10
heixian	黑线	10
huangxian	黄线	10
danxian	单线	10
shuangxian	双线	10
hengdaoxian	横道线	10
zongguanxian	纵贯线	10
zheduanhua	这段话	10
zhepiangao	这篇稿	10
zhegewen	这个文	10
keyanzheng	可验证	10
kechongxian	可重现	10
geweishu	个位数	3
laxian	拉线	10
gouyong	够用	10
gouhao	够好	10
gouda	够大	10
gouxiao	够小	10
gougao	够高	10
goudi	够低	10
gouchang	够长	10
gouduan	够短	10
gouduo	够多	10
goushao	够少	10
gouqiang	够强	10
goure	够热	10
gouleng	够冷	10
goukuai	够快	10
gouman	够慢	10
goukuan	够宽	10
gouzhai	够窄	10
goushen	够深	10
gouqian	够浅	10
gouhei	够黑	10
gouxi	够细	10
goucu	够粗	10
goulao	够老	10
gounen	够嫩	10
gouruo	够弱	10
gouliang	够亮	10
gouan	够暗	10
goubai	够白	10
goutian	够甜	10
goufu	够富	10
gouqiong	够穷	10
gouchi	够吃	10
gouhe	够喝	10
goushui	够睡	10
goutang	够躺	10
gouji	够急	10
gouxiang	够响	10
gouqing	够轻	10
gouzhong	够重	10
gouying	够硬	10
gouruan	够软	10
goujin	够近	10
gouyuan	够远	10
goupao	够跑	10
gouren	够人	10
goufu	够付	10
xian'e	限额	1
xiane	限额	1
